,Ticker,Sharpe,CAGR
125,PATH,-0.013443994288115602,-0.0010380765506704526
126,PEAK,,
127,PEP,-0.0052266369548879,-8.231312579320971e-05
128,PG,0.06421646631807419,0.0004343096562247073
129,PLD,-0.00886903173078962,-0.00020880580237636615
130,PLTR,0.04833491490650365,0.001092089669792573
131,PM,0.060830706772644946,0.00047018691716038674
132,PNC,0.07184023911229034,0.0008718253682229449
133,PRU,0.1315237424797272,0.0012472154827596338
134,PSX,0.10417165746059087,0.0012494858719720447
135,PXD,,
136,PYPL,0.009254772913363823,-2.601198884621958e-06
137,QQQ,0.08841737321990488,0.0006937501635468912
138,RBLX,-0.0066218633349610775,-0.000616310016938848
139,RIOT,0.009458234125538697,-0.0006616976284037346
140,RIVN,0.0007682944837086573,-0.0007894552763100249
141,ROKU,0.015660912492697094,-5.419729385391925e-05
142,SCHW,0.06936181420976824,0.0009440597121459504
143,SDGR,-0.021457137646509018,-0.001334991813243147
144,SHOP,0.01571761536846704,5.647330926206173e-05
145,SHY,0.0809175757028827,8.209162347183607e-05
146,SJM,-0.048939932359489756,-0.0006173588241701333
147,SLB,0.014850305787783123,0.00010961468849868261
148,SNOW,-0.011301747907389137,-0.0005618409103064215
149,SOFI,0.017540128157195474,3.1863699983647464e-05
150,SOL-USD,0.14225585445746575,0.005724711457313125
151,SPAB,0.0102804649971018,2.8613161334067883e-05
152,SPCE,-0.0515045322480461,-0.003999580440718686
153,SPG,0.10978666145115534,0.0012063038027103623
154,SPSB,0.13175428683302567,0.00013478149281342944
155,SPTL,-0.022977746215589637,-0.00021386512935017699
156,SPY,0.11260161943301586,0.0006496670719380315
157,SQ,,
158,TFC,0.0522404354578444,0.0007107424712688992
159,TIP,0.012131018589737542,3.252782776663743e-05
160,TLT,-0.025984046688151616,-0.00026370037054457285
161,TOST,0.0253670568555263,0.0003165106243891991
162,TROW,0.03286836379823615,0.00035063093454090755
163,TRP,0.01492385652471925,0.00010143741685642027
164,TSLA,-0.0024282383963333005,-0.0004179313400261009
165,TSN,0.043756848383491566,0.0004382468794295047
166,TWLO,-0.010868596838441602,-0.00043464855142871794
167,U,-0.030909710084869636,-0.0013649938733290012
168,UB=F,-0.03426894874004341,-0.0003137554854187874
169,UDR,0.007460078917088788,1.778332239310565e-05
170,UNH,0.01027030459548798,5.147831930840674e-05
171,UPST,0.016295288277300264,-0.0005059280604048366
172,USB,0.06473889960304188,0.0009198795890514866
173,V,0.07742524644869628,0.0005259967264770182
174,VCIT,0.034481149386333336,0.00011733570587790787
175,VCLT,0.014238119337387917,7.316292013515024e-05
176,VCSH,0.08923392307845877,0.00013167929875135265
177,VEA,0.06455147563914207,0.0004027860670157146
178,VERV,-0.02997207652015238,-0.00296903430576545
179,VGIT,0.001235268167194913,-6.584854110869287e-07
180,VLO,0.08803172617626358,0.0011614947564115852
181,VMBS,0.00685579371790878,1.9807252035874967e-05
182,VMEX.MX,,
183,VNQ,0.027650243118730582,0.00022203166966394683
184,VOO,0.11265174125831406,0.0006519289995778887
185,VT,,
186,VTI,0.10720841730490839,0.0006398206782893823
187,VTR,0.04370835876246904,0.0005007090310042983
188,VWO,0.04886486090066949,0.0003196573942119141
189,W,0.04254436486507465,0.0008866651275705184
190,WBA,-0.06543026825686675,-0.0015267363125525124
191,WELL,0.09505474918437738,0.0009731173976790242
192,WFC,0.10743474701676504,0.0011811067817115717
193,WMB,0.12660797566839233,0.0011152188947425312
194,WMT,0.09975443826461096,0.0008350955748621658
195,XLE,0.06706480538698299,0.0005949401977962676
196,XLF,0.12217089371840308,0.0007594106906245734
197,XLI,0.10643887489151424,0.0006751869403618382
198,XLK,0.07827473206965319,0.0006676064492003864
199,XLU,0.05156557368126109,0.00042198182151942376
200,XLV,0.06532160937039652,0.00034637152910166336
201,XLY,0.04840117191948712,0.0003962925084115554
202,XOM,0.04626047753533662,0.00043939403155479617
203,YNDX,,
204,ZB=F,-0.039820025875460546,-0.0002830390557655438
205,ZC=F,-0.0392852817666734,-0.0007742125468278571
206,ZI,-0.050668652775909005,-0.002037967206810376
207,ZN=F,-0.03599790486425785,-0.00013361608091821964
208,ZS,0.039318816552853346,0.0006275792468037888
